[2026-06-20T10:02:07.997Z] GET https://apple.com/ → 301 (103ms, 304B)
[2026-06-20T10:02:08.251Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star03__fygt511e9m2q_large.png → 200 (233ms, ?B)
[2026-06-20T10:02:08.251Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star04__lkh28qjzjh6e_large.png → 200 (197ms, ?B)
[2026-06-20T10:02:08.251Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star05__b4zhm6zdjpua_large.png → 200 (265ms, ?B)
[2026-06-20T10:02:08.251Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star06__05r0dfrxvk22_large.png → 200 (198ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star07__e866qn7p0ei6_large.png → 200 (197ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star08__fro0u4ktaaq2_large.png → 200 (198ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star09__dcmu2h06cv6u_large.png → 200 (77ms, 2358B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star10__lmxkjc91gt6e_large.png → 200 (77ms, 3380B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star11__e9ccmtl4ihu2_large.png → 200 (77ms, 1817B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star12__epjhzny3a20y_large.png → 200 (232ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star13__dowwaikpx46e_large.png → 200 (198ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star14__bor0824u6gwi_large.png → 200 (205ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star15__e9n3jq5tsuem_large.png → 200 (209ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star16__d0nup3hr4rma_large.png → 200 (234ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot01__dt9tm7j916ie_large.png → 200 (263ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot02__e79fioqje9ei_large.png → 200 (264ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot03__dcorai02peaa_large.png → 200 (263ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot04__buo74x1i9zle_large.png → 200 (261ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot05__fls7q90vreie_large.png → 200 (232ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot06__cs6bkjjy172a_large.png → 200 (260ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot07__czt4aczvn866_large.png → 200 (261ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot08__flo7zyvix9aq_large.png → 200 (263ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot09__cla1vkfyvumq_large.png → 200 (260ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot10__c76uv7my2emq_large.png → 200 (209ms, ?B)
[2026-06-20T10:02:08.252Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot11__fkmgjtxddpim_large.png → 200 (209ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot12__br9eqd0450xe_large.png → 200 (225ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot13__gg78svcvx4ii_large.png → 200 (226ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot14__dgvktwa9u8wi_large.png → 200 (226ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot15__fjy8yvxaua6a_large.png → 200 (260ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot16__cd8gx6phuwoi_large.png → 200 (226ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot17__f606gnfbmyaa_large.png → 200 (227ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot18__eycyqyhxfe2q_large.png → 200 (227ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot19__e1es95kmu06e_large.png → 200 (227ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot20__elwl4zodi2gm_large.png → 200 (227ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot21__fwi94oa6gtqq_large.png → 200 (227ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot22__esouhq43wjee_large.png → 200 (227ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle01__d6jreg377tm6_large.png → 200 (263ms, ?B)
[2026-06-20T10:02:08.253Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle02__f0o9e92zsaeu_large.png → 200 (261ms, ?B)
[2026-06-20T10:02:08.255Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle03__dzbi39i11w8y_large.png → 200 (259ms, ?B)
[2026-06-20T10:02:08.255Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle04__fkwr12t511ea_large.png → 200 (259ms, ?B)
[2026-06-20T10:02:08.255Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle05__cw9qsespjbiq_large.png → 200 (259ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle06__eax4wxlualw2_large.png → 200 (259ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle07__dnwnii1qbpqq_large.png → 200 (259ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle08__73vqkj13yky6_large.png → 200 (225ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle09__82w6jfv5u8im_large.png → 200 (259ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle10__cnnd79g4wvki_large.png → 200 (225ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle11__tf0wgxob1bmq_large.png → 200 (225ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle12__bkba2xtybwmq_large.png → 200 (225ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle13__wufaz1o9boim_large.png → 200 (228ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/ac/globalfooter/8/en_US/scripts/ac-globalfooter.built.js → 200 (292ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/ac/localeswitcher/4/en_US/scripts/localeswitcher.built.js → pending (?ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/a/scripts/fathers-day2026.built.js → 200 (261ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/a/built/scripts/endless-entertainment-gallery.built.js → 200 (291ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/a/scripts/inline-media.built.js → 200 (41ms, 2712B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/a/scripts/main.built.js → 200 (260ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/v/home/a/scripts/home.built.js → 200 (261ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/metrics/data-relay/1.2.0/scripts/data-relay.js → 200 (292ms, ?B)
[2026-06-20T10:02:08.256Z] GET https://www.apple.com/metrics/data-relay/1.2.0/scripts/auto-relay.js → pending (?ms, ?B)
[2026-06-20T10:02:08.422Z] GET https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_semibold.woff2 → pending (?ms, ?B)
[2026-06-20T10:02:08.422Z] GET https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_regular.woff2 → pending (?ms, ?B)
[2026-06-20T10:02:08.422Z] GET https://www.apple.com/wss/fonts/SF-Pro-Display/v3/sf-pro-display_semibold.woff2 → pending (?ms, ?B)
[2026-06-20T10:02:08.576Z] GET https://www.apple.com/api-www/global-elements/global-header/v1/flyouts?locale=en_US → 200 (46ms, 41470B)
[2026-06-20T10:02:08.577Z] GET https://www.apple.com/search-services/suggestions/defaultlinks/?src=globalnav&locale=en_US → 200 (45ms, 781B)
[2026-06-20T10:02:08.577Z] GET https://www.apple.com/us/shop/bag/status?apikey=SFX9YPYY9PPXCU9KH → 200 (46ms, 789B)
[2026-06-20T10:02:08.636Z] GET https://securemetrics.apple.com/b/ss/applestoreww/1/JS-2.23.0/s5348367772351?AQB=1&ndh=1&pf=1&t=20%2F5%2F2026%2018%3A2%3A8%206%20-480&fid=0D982622E3344AC0-190AA96DD06ED636&ce=UTF-8&cdp=2&cl=1800&pageName=apple%20-%20index%2Ftab%20%28us%29&g=https%3A%2F%2Fwww.apple.com%2F&cc=USD&ch=www.us.homepage&server=ac-2.30.0&h1=www.us.homepage&v3=aos%3A%20us&l3=D%3Das_tex&c4=D%3Dg&v4=D%3DpageName&v14=en-us&c20=aos%3A%20us&v54=D%3Dg&v97=s.t-p&s=1280x720&c=24&j=1.6&v=N&k=Y&bw=1280&bh=720&AQE=1 → 302 (127ms, ?B)
[2026-06-20T10:02:08.674Z] GET https://www.apple.com/wss/fonts/SF-Pro-Display/v3/sf-pro-display_regular.woff2 → 200 (57ms, 117842B)
[2026-06-20T10:02:08.751Z] GET https://www.apple.com/ac/localeswitcher/4/en_ID/content/localeswitcher.json → 404 (124ms, 27379B)
[2026-06-20T10:02:08.763Z] GET https://securemetrics.apple.com/b/ss/applestoreww/1/JS-2.23.0/s5348367772351?AQB=1&pccr=true&vidn=351B329014749F67-6000058C03E6775B&ndh=1&pf=1&t=20%2F5%2F2026%2018%3A2%3A8%206%20-480&fid=0D982622E3344AC0-190AA96DD06ED636&ce=UTF-8&cdp=2&cl=1800&pageName=apple%20-%20index%2Ftab%20%28us%29&g=https%3A%2F%2Fwww.apple.com%2F&cc=USD&ch=www.us.homepage&server=ac-2.30.0&h1=www.us.homepage&v3=aos%3A%20us&l3=D%3Das_tex&c4=D%3Dg&v4=D%3DpageName&v14=en-us&c20=aos%3A%20us&v54=D%3Dg&v97=s.t-p&s=1280x720&c=24&j=1.6&v=N&k=Y&bw=1280&bh=720&AQE=1 → 200 (81ms, 581B)
[2026-06-20T10:02:08.843Z] GET https://www.apple.com/wss/fonts/SF-Pro-Display/v3/sf-pro-display_bold.woff2 → 200 (31ms, 128730B)
[2026-06-20T10:02:08.875Z] GET https://www.apple.com/v/home/a/scripts/ComponentMap-thvKzGgL.built.js → 200 (53ms, 2363B)
[2026-06-20T10:02:08.875Z] GET https://www.apple.com/v/home/a/scripts/_commonjsHelpers-O6R62DGM.built.js → 200 (46ms, 1123B)
[2026-06-20T10:02:08.875Z] GET https://www.apple.com/v/home/a/scripts/AnimSystemModel-CyyfEbM8.built.js → 200 (53ms, 1679B)
[2026-06-20T10:02:09.558Z] GET https://www.apple.com/v/home/images/college-students-2026/a/hero_college_students_2026__dzrtx52rt9aq_large.jpg → pending (?ms, ?B)
[2026-06-20T10:02:09.558Z] GET https://www.apple.com/v/home/images/iphone-family/a/hero_iphone_family__be5jkzxszb1e_large.jpg → pending (?ms, ?B)
[2026-06-20T10:02:09.569Z] GET https://www.apple.com/105/media/us/home/2026/8a34f301-cdc9-421f-acd2-f827b67279a6/anim/hero/large.mp4 → 206 (35ms, 197290B)
[2026-06-20T10:02:10.368Z] GET https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_bold.woff2 → 200 (167ms, 233441B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/hero_fd26_startframe__9cmey4u4wuay_small.jpg → pending (?ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/hero_fd26__c9vr0hxu24eq_small.jpg → 200 (36ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star01__bx1epqccfyb6_small.png → 200 (37ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star02__bpdn0668cgaa_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star03__fygt511e9m2q_small.png → 200 (37ms, 1801B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star04__lkh28qjzjh6e_small.png → 200 (36ms, 2416B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star05__b4zhm6zdjpua_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star06__05r0dfrxvk22_small.png → 200 (37ms, 2451B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star07__e866qn7p0ei6_small.png → 200 (37ms, 1785B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/stars/star08__fro0u4ktaaq2_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot01__dt9tm7j916ie_small.png → 200 (37ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot02__e79fioqje9ei_small.png → 200 (43ms, 928B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot03__dcorai02peaa_small.png → 200 (44ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot04__buo74x1i9zle_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot05__fls7q90vreie_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot06__cs6bkjjy172a_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.499Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot07__czt4aczvn866_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot08__flo7zyvix9aq_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/dots/dot09__cla1vkfyvumq_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle01__d6jreg377tm6_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle02__f0o9e92zsaeu_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle03__dzbi39i11w8y_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle04__fkwr12t511ea_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle05__cw9qsespjbiq_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle06__eax4wxlualw2_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle07__dnwnii1qbpqq_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/squiggles/squiggle08__73vqkj13yky6_small.png → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/college-students-2026/a/hero_college_students_2026__dzrtx52rt9aq_small.jpg → pending (?ms, ?B)
[2026-06-20T10:02:10.500Z] GET https://www.apple.com/v/home/images/iphone-family/a/hero_iphone_family__be5jkzxszb1e_small.jpg → pending (?ms, ?B)
[2026-06-20T10:02:10.701Z] GET https://securemetrics.apple.com/b/ss/applestoreww/1/JS-2.23.0/s53895841203921?AQB=1&ndh=1&pf=1&t=20%2F5%2F2026%2018%3A2%3A10%206%20-480&fid=0D982622E3344AC0-190AA96DD06ED636&ce=UTF-8&cdp=2&cl=1800&pageName=apple%20-%20index%2Ftab%20%28us%29&g=https%3A%2F%2Fwww.apple.com%2F&cc=USD&events=event243%3D1.37%2Cevent244&h1=www.us.homepage&l3=D%3Das_tex&v4=D%3DpageName&v14=en-us&c34=hero-fathers-day-2026&c35=1.37&c36=1&v54=D%3Dg&v97=s.tl-o&pe=lnk_o&pev2=section%20engagement&s=1280x720&c=24&j=1.6&v=N&k=Y&bw=1280&bh=720&lrt=231&AQE=1 → 200 (24ms, 581B)
[2026-06-20T10:02:12.129Z] GET https://www.apple.com/v/home/images/macbook-air-m5/a/promo_macbook_air_m5__e5xk2yysqiie_small.jpg → 200 (?ms, 30918B)
[2026-06-20T10:02:12.362Z] GET https://www.apple.com/v/home/images/fathers-day-2026/a/hero_fd26__c9vr0hxu24eq_large.jpg → 200 (21ms, -1041B)
[2026-06-20T10:02:12.363Z] GET https://www.apple.com/v/home/images/college-students-2026/a/hero_college_students_2026__dzrtx52rt9aq_large.jpg → 200 (21ms, -1041B)
[2026-06-20T10:02:12.366Z] GET https://www.apple.com/v/home/images/iphone-family/a/hero_iphone_family__be5jkzxszb1e_large.jpg → 200 (18ms, -1040B)
[2026-06-20T10:02:12.366Z] GET https://www.apple.com/v/home/images/macbook-air-m5/a/promo_macbook_air_m5__e5xk2yysqiie_large.jpg → 200 (21ms, 45544B)
[2026-06-20T10:02:18.819Z] GET https://stripe.com/ → 200 (79ms, 170206B)
[2026-06-20T10:02:18.977Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/media/Sohne.cb178166.woff2 → 200 (357ms, 59452B)
[2026-06-20T10:02:18.977Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/media/SourceCodePro-Medium.f5ba3e6a.woff2 → 200 (360ms, 12424B)
[2026-06-20T10:02:18.977Z] GET https://images.stripeassets.com/fzn2n1nzq965/115d4Vd5LVAsqFGDR1ClAv/0ceb2c44a7a7182cd624262420af7544/wave-fallback-desktop.png?w=1392&fm=webp&q=60 → 200 (280ms, 33940B)
[2026-06-20T10:02:18.978Z] GET https://images.stripeassets.com/fzn2n1nzq965/5DrmXrFYpKk43Kj0I1MXQr/287b3c2a13ae8d4d7d0bf8305037de4e/palette.png?fm=webp&q=95 → 200 (272ms, 11903B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/css/01e4fd07fe2a2b12.css → 200 (361ms, 1377B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/css/415824979562eaca.css → 200 (370ms, 6253B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/css/d06152913e8d39e6.css → 200 (370ms, 4164B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/css/0e38726ed39fdb12.css → 200 (344ms, 36452B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/css/ca9b9809eeb99b6f.css → 200 (340ms, 10631B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/css/e07e144a3b1db9ca.css → 200 (360ms, 5390B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/2791.83aa5fb914de3e9d.js → 200 (560ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/15263.83460f5b8af8173e.js → 200 (576ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/34552.fae148eb6b06113b.js → 200 (609ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/76629.396a50238922b152.js → 200 (610ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/96201.b69ca6d7416f24b0.js → 200 (561ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/77723.dd3ba52791b41cc0.js → 200 (561ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/96550.6f7488d7e4331269.js → 200 (609ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/90167.4103b51af0a095b1.js → 200 (561ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/12303.cbfd64dcc7cf7100.js → 200 (609ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/26610.3de3ba4fcdbc5c38.js → 200 (610ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/45402.17f4152a5b632314.js → pending (?ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/24559.5b18d758fe1e63c7.js → 200 (610ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/13956.1a44ca5c0dc36ae3.js → 200 (560ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/42977.fed8892d9b670f89.js → pending (?ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/53817.41e05ba1b3446007.js → pending (?ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/79982.3b88455c414a7bfe.js → 200 (613ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/10648.e776ad5ab3e19057.js → 200 (610ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/82792.46f95ea7b23ac1a3.js → pending (?ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/92990.46ff2fd0e9076cf0.js → pending (?ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/86467.d924a26a13940f4d.js → pending (?ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/83316.2d4c534f14716a88.js → 200 (614ms, ?B)
[2026-06-20T10:02:18.978Z] GET https://b.stripecdn.com/mkt-ssr-statics/assets/_next/static/chunks/48158.13de208e4f503036.js → pending (?ms, ?B)
